,html_url,legislative_term,reference,title,interpellation_type,published_at,inquiring_parties_wikidata,inquiring_people_wikidata,answering_ministries_wikidata
1137,https://kleineanfragen.de/sachsen-anhalt/6/2338-altersgerechtes-und-barrierefreies-wohnen-in-sachsen-anhalt,6,2338,Altersgerechtes und barrierefreies Wohnen in Sachsen-Anhalt,minor,2013-08-01,Die Linke,Guido Henke,Ministerium für Landesentwicklung und Verkehr
1138,https://kleineanfragen.de/sachsen-anhalt/6/2337-fachkraefteprogramm-in-der-jugendarbeit-2014,6,2337,Fachkräfteprogramm in der Jugendarbeit 2014,minor,2013-08-01,Die Linke,Monika Hohmann,"Ministerium für Arbeit, Soziales und Integration"
1139,https://kleineanfragen.de/sachsen-anhalt/6/2336-ausserunterrichtliche-schulische-projekte,6,2336,Außerunterrichtliche schulische Projekte,minor,2013-08-01,Die Linke,Angelika Klein,Kultusministerium
1140,https://kleineanfragen.de/sachsen-anhalt/6/2335-nutzungsueberlassung-von-teilen-des-neuen-landesdatennetzes-itn-xt-fuer-mit-breitband-unterversorgte-regionen,6,2335,Nutzungsüberlassung von Teilen des neuen Landesdatennetzes (ITN-XT) für mit Breitband unterversorgte Regionen,minor,2013-08-01,Die Linke,Jan Wagner,Ministerium der Finanzen
1141,https://kleineanfragen.de/sachsen-anhalt/6/2334-buss-und-zwangsgelder-gegen-straathof-holding-gmbh-in-sachsen-anhalt,6,2334,Buß- und Zwangsgelder gegen Straathof Holding GmbH in Sachsen-Anhalt,minor,2013-08-01,Die Grünen,Dorothea Frederking,Ministerium für Landwirtschaft und Umwelt
1142,https://kleineanfragen.de/sachsen-anhalt/6/2333-derivative-geschaefte-des-landes-sachsen-anhalt,6,2333,Derivative Geschäfte des Landes Sachsen-Anhalt,minor,2013-08-01,Die Grünen,Christoph Erdmenger,Ministerium der Finanzen
1143,https://kleineanfragen.de/sachsen-anhalt/6/2332-beschwerdemanagement-in-der-kinder-und-jugendhilfe,6,2332,Beschwerdemanagement in der Kinder- und Jugendhilfe,minor,2013-08-01,Die Grünen,Cornelia Lüddemann,"Ministerium für Arbeit, Soziales und Integration"
1144,https://kleineanfragen.de/sachsen-anhalt/6/2331-psychotherapeutische-behandlungsangebote-in-der-sozialtherapeutischen-abteilung-sotha,6,2331,Psychotherapeutische Behandlungsangebote in der Sozialtherapeutischen Abteilung (SothA),minor,2013-08-01,Die Linke,Eva von Angern,Ministerium für Justiz und Gleichstellung
1145,https://kleineanfragen.de/sachsen-anhalt/6/2330-umsetzung-behindertengleichstellungsverordnung-bggvo-lsa,6,2330,Umsetzung Behindertengleichstellungsverordnung BGGVO LSA,minor,2013-08-01,Die Linke,Dagmar Zoschke,"Ministerium für Arbeit, Soziales und Integration"
1146,https://kleineanfragen.de/sachsen-anhalt/6/2327-von-der-polizei-registrierte-straftaten-im-bereich-politisch-motivierte-kriminalitaet-sonstige-straftaten-im-ii,6,2327,"Von der Polizei registrierte Straftaten im Bereich ""Politisch motivierte Kriminalität - sonstige Straftaten"" im II. Quartal 2013",minor,2013-07-30,Die Linke;Die Grünen,Henriette Quade;Sebastian Striegel,Ministerium für Inneres und Sport
