,html_url,legislative_term,reference,title,interpellation_type,published_at,inquiring_parties_wikidata,inquiring_people_wikidata,answering_ministries_wikidata
634,https://kleineanfragen.de/bundestag/19/15113-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-vorteile-mobiler,19,15113,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Vorteile mobiler Anwendungen erschließen und Marktzugänge für gute digitale Anwendungen im Gesundheitswesen erleichtern",minor,2019-11-13,AfD,Joana Cotar;Uwe Schulz;Michael Espendiller,Bundesministerium für Gesundheit
635,https://kleineanfragen.de/bundestag/19/15112-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-digitale,19,15112,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Digitale Stadtentwicklung und Förderung von Smart Cities",minor,2019-11-13,AfD,Joana Cotar;Uwe Schulz;Michael Espendiller,"Bundesministerium des Innern, für Bau und Heimat"
636,https://kleineanfragen.de/bundestag/19/15111-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-schutz-vor,19,15111,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Schutz vor elektromagnetischen Feldern bei der Digitalisierung, insbesondere Mobilfunk",minor,2019-11-13,AfD,Michael Espendiller;Joana Cotar;Uwe Schulz,"Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit"
637,https://kleineanfragen.de/bundestag/19/15110-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-bedarfsgerechte,19,15110,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Bedarfsgerechte, leistungsfähige und sichere Netzinfrastrukturen für die öffentliche Verwaltung",minor,2019-11-13,AfD,Michael Espendiller;Joana Cotar;Uwe Schulz,"Bundesministerium des Innern, für Bau und Heimat"
638,https://kleineanfragen.de/bundestag/19/15109-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-auslands-it-fuer-alle,19,15109,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - Auslands-IT für alle Einrichtungen der unmittelbaren Bundesverwaltung",minor,2019-11-13,AfD,Michael Espendiller;Joana Cotar;Uwe Schulz,Auswärtiges Amt
639,https://kleineanfragen.de/bundestag/19/15108-verfahren-bei-den-sozialgerichten-und-die-kampagne-wir-sind-rechtsstaat,19,15108,"Verfahren bei den Sozialgerichten und die Kampagne ""Wir sind Rechtsstaat""",minor,2019-11-13,AfD,Jörg Schneider;Uwe Witt;Ulrike Schielke-Ziesing,Bundesministerium für Arbeit und Soziales
640,https://kleineanfragen.de/bundestag/19/15107-gesetzliche-rentenversicherung-verwaltungskosten-und-kundenzufriedenheit-im-fokus,19,15107,Gesetzliche Rentenversicherung - Verwaltungskosten und Kundenzufriedenheit im Fokus,minor,2019-11-13,AfD,Norbert Kleinwächter;René Springer;Martin Sichert;Ulrike Schielke-Ziesing,Bundesministerium für Arbeit und Soziales
641,https://kleineanfragen.de/bundestag/19/15106-probleme-bei-der-durchsetzung-von-entschaedigungsanspruechen-von-holocaust-ueberlebenden-gegenueber-der,19,15106,Probleme bei der Durchsetzung von Entschädigungsansprüchen von Holocaust-Überlebenden gegenüber der Bundesrepublik,minor,2019-11-13,AfD,Anton Friesen,Bundesministerium der Finanzen
642,https://kleineanfragen.de/bundestag/19/15105-klarheit-mit-der-traegeruebergreifenden-vorsorgeinformation-nachfrage-zur-antwort-der-bundesregierung,19,15105,"Klarheit mit der trägerübergreifenden Vorsorgeinformation
(Nachfrage zur Antwort der Bundesregierung, Bundestagsdrucksache 19/12977 auf die Kleine Anfrage, Bundestagsdrucksache 19/12462)",minor,2019-11-13,AfD,Jörg Schneider;René Springer;Ulrike Schielke-Ziesing,Bundesministerium für Arbeit und Soziales
643,https://kleineanfragen.de/bundestag/19/15104-lebenszykluskosten-von-ruestungsguetern-der-bundeswehr,19,15104,Lebenszykluskosten von Rüstungsgütern der Bundeswehr,minor,2019-11-13,Die Linke,Heike Hänsel;Christine Buchholz;Alexander Neu,Bundesministerium der Verteidigung
644,https://kleineanfragen.de/bundestag/19/15103-regulatory-sandboxes-fuer-finanztechnologieunternehmen-und-blockchain-anwendungen,19,15103,Regulatory Sandboxes für Finanztechnologieunternehmen und Blockchain-Anwendungen,minor,2019-11-13,FDP,Florian Toncar;Christian Dürr;Frank Schäffler,Bundesministerium der Finanzen
645,https://kleineanfragen.de/bundestag/19/15102-stand-der-umsetzung-der-umsetzungsstrategie-der-bundesregierung-digitalisierung-gestalten-allgemeine-compliance,19,15102,"Stand der Umsetzung der Umsetzungsstrategie der Bundesregierung ""Digitalisierung gestalten"" - ""Allgemeine Compliance-Standards für Telemedien entwickeln""",minor,2019-11-13,AfD,Michael Espendiller;Joana Cotar;Uwe Schulz,Bundesministerium der Justiz und für Verbraucherschutz
